age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
60,50693.97511,9,23,650.2250587,26492.82773,36,13.22004042,0.3460005969,2956.747138,6744.504493,3144.985661,1,12,2,1,0.6047283966,1,43,73,1.255394653,0.852999787,0,25,0
59,76370.09273,8,20,651.1975404,17403.04344,48,12.63729946,0.2940907178,2034.090397,11883.8803,33500.26789,1,17,1,2,0.6842569847,1,82,18,6.86755244,0.7620880731,0,3,0
35,52567.62147,9,33,697.7973468,25443.34348,24,8.266281005,0.7771585663,2821.769624,16298.59686,0,1,4,4,2,0.4907465597,4,91,19,6.196924427,0.6240303936,0,92,0
64,56397.86068,11,23,713.2315894,26120.14485,36,10.06998952,0.06150368901,1502.165725,16041.99067,36090.94336,5,23,5,3,0.5087224032,5,52,24,8.850462836,0.7166147591,1,92,0
64,50124.7849,9,28,682.5010809,21583.98452,36,5.387991015,0.5212155652,2004.143085,10332.74007,26184.56967,3,13,2,1,0.5424048325,2,37,86,7.647183582,0.01140878926,1,92,0
37,69726.72325,16,8,782.411864,33953.30138,36,9.232428675,0.7857425856,2088.331511,5993.231462,1974.079686,2,15,3,3,0.781737369,5,99,32,6.500322468,0.2647631575,0,17,0
60,52187.94914,10,10,744.826198,15664.0054,24,10.70869747,0.264352946,3130.861302,17447.04509,18543.18963,5,13,5,1,0.844891767,3,27,76,0.5391877194,0.1042674791,0,50,0
23,52348.4569,16,17,616.7526046,35190.0753,48,3.717880741,0.5617960943,2441.263723,1446.202232,17379.59279,1,13,1,1,0.4249702008,2,66,78,5.126296708,0.9455969598,0,5,0
37,55759.82055,12,29,592.6099344,28840.10254,24,14.40319551,0.1978264572,2518.237544,10674.44137,32750.77585,3,10,5,2,0.2122095862,1,1,52,8.780288717,0.8539573697,0,15,0
42,66356.00959,15,27,787.921095,12926.18561,36,14.56666388,0.7527467735,2796.946957,17092.01231,0,1,19,1,1,0.6220150002,5,99,6,6.82420093,0.8128067027,0,46,0
44,40037.44511,11,4,598.2000284,27535.83177,60,8.972073783,0.8187743471,1334.98068,26475.30326,24030.1554,2,1,3,2,0.2145352791,5,70,92,1.930002002,0.5431672144,1,99,0
57,52471.5837,15,17,677.4053005,9330.073797,36,6.680444638,0.6884773871,3238.450731,1391.466338,14428.26021,4,15,3,3,0.8612568554,1,10,90,1.85444628,0.2262648614,1,26,0
60,63263.75169,14,3,739.5069586,14008.32663,36,11.45459422,0.3264853825,1364.470943,32703.74873,28449.07792,4,20,5,3,0.5368270774,1,56,46,8.433196311,0.9762818091,0,18,0
19,66696.47595,16,0,627.7968474,39288.31549,48,16.77246305,0.688516454,3173.346192,16403.15484,14035.12233,1,20,5,2,0.8527028058,4,86,97,3.685093904,0.303125285,1,5,0
40,46329.10005,10,22,638.7391773,5338.499037,24,13.9056811,0.639903783,2031.534197,23814.02087,8527.214315,2,24,5,1,0.3779964844,1,28,94,8.328172591,0.6804993923,1,5,0
47,65985.6065,18,31,676.7052174,9549.619536,48,11.07226953,0.4791586067,1899.606787,21718.4716,31623.93543,3,5,4,3,0.5405348646,4,73,53,10.6672487,0.7515803246,0,95,0
19,66190.70547,14,24,645.7266994,21513.32006,12,14.57334695,0.8088539565,2088.581903,17289.32305,11916.30399,1,26,4,2,0.6414528068,1,23,24,0.9494114402,0.5453711128,0,8,0
42,47777.90545,8,28,710.1456842,30798.06264,36,5.448960773,0.06572543232,2942.727798,19492.43272,43833.01978,1,13,1,2,0.1143145303,1,78,58,9.308815093,0.9568235784,0,84,0
27,75070.39934,10,22,705.1514033,7520.00184,48,13.56819867,0.8568357477,3582.123196,25312.2468,9367.702781,5,19,4,1,0.64728195,1,78,48,3.376733788,0.182523032,0,43,0
24,42733.24754,18,18,623.6794138,29671.89867,60,16.67415542,0.8972122786,1827.679955,19380.74559,10371.43284,0,1,5,1,0.13518053,5,47,15,10.00240215,0.4940519222,0,40,0
47,44228.36471,8,35,566.7954394,20634.80714,24,5.21148456,0.7984673619,2832.92761,20949.47914,16998.79514,4,13,1,1,0.9038821203,1,65,92,11.16419319,0.8675626527,0,98,0
58,58570.12338,11,18,707.996428,8264.296405,24,15.30772779,0.4250162279,2110.00809,11669.60937,29491.01444,0,27,2,1,0.07560464434,3,62,57,2.835432731,0.7894923977,0,80,0
45,68608.77054,11,31,628.9399682,29714.89684,36,3.304085757,0.4361158411,1480.06316,8771.243753,6231.911658,0,8,5,2,0.2617220974,4,11,71,11.53544968,0.1203208656,0,80,0
21,65428.65224,10,11,613.9573051,5449.31739,48,16.0748874,0.06246689793,3156.465682,14356.38042,18349.55683,3,23,4,1,0.1594143686,3,11,67,1.300391106,0.8742512259,0,83,0
39,81803.4246,13,29,592.7688376,19567.57615,12,16.50464928,0.2033830179,1911.928453,26652.41758,29604.49774,0,7,4,3,0.461554963,4,92,16,2.598818013,0.978121387,0,59,0
18,93012.6775,9,27,630.7440697,1000,36,13.06514581,0.8320502977,1237.896433,23055.15637,24003.7964,2,24,2,3,0.5524697595,4,7,89,5.093474245,0.1420528436,1,21,0
48,75177.51621,17,4,631.7244674,44456.70815,60,16.23058118,0.8534451942,3726.799395,20185.3421,23730.89792,0,28,2,2,0.9970295735,4,7,2,8.895423619,0.6443731718,0,49,0
23,65777.49573,15,6,774.3138833,44394.09118,60,3.968690213,0.4173856235,1973.522858,10111.52639,8634.318359,5,25,4,1,0.40496889,3,46,86,3.959404365,0.2536963656,0,83,0
44,73550.19716,12,34,634.1500505,21433.12891,24,10.84624395,0.132797865,2175.923082,27061.7887,21803.86133,5,3,2,1,0.4809122279,2,29,78,6.612249852,0.7267309695,0,16,0
43,76115.93961,19,21,619.8122435,26869.03594,48,17.36660838,0.2204644104,1234.301119,0,44922.28826,3,29,2,3,0.1161776942,4,62,29,2.163896589,0.5005407334,0,37,0
55,41881.43388,15,33,766.1739939,23180.66549,48,9.400334323,0.2338100996,1265.699853,19619.33234,5435.381754,5,19,5,3,0.5847431543,3,37,44,8.725436568,0.2536968715,0,46,0
28,28305.78549,10,28,638.7771177,17933.95314,12,10.83066218,0.3331203984,2609.566956,13171.2091,26550.75401,5,27,2,3,0.04546448562,5,50,98,5.585573137,0.7026958772,0,12,0
55,65683.61928,8,4,705.5350833,24821.70281,48,17.83680394,0.8481832015,2801.701411,20387.06042,20772.60851,0,22,2,3,0.5687796126,4,61,44,11.52727556,0.6999348969,1,60,0
51,55451.1318,9,36,643.4052496,24082.4953,24,12.03728222,0.8706314097,2986.043531,17976.41539,20183.87197,4,23,5,2,0.6464284988,5,53,64,0.6505180146,0.1683492712,0,11,0
53,66371.43622,16,1,833.7704022,1000,36,3.577790272,0.6314170575,2455.654372,7029.357674,7658.391417,0,25,2,1,0.02748347057,5,80,46,7.700370796,0.1250290701,1,47,0
41,90528.48261,9,18,639.9822317,45767.98309,60,8.03088935,0.1163128292,3180.01199,13324.41389,14157.15879,2,17,2,3,0.5362837955,2,74,16,8.053649417,0.7472866943,1,63,0
18,72228.86111,17,8,733.7680743,29163.75779,12,6.797584398,0.4177906328,2786.849959,7045.245927,23792.44547,0,18,3,2,0.1501456677,5,35,79,5.918145119,0.1659154528,1,9,0
34,58076.67171,13,28,669.0935452,15081.43391,48,5.331586237,0.6191141837,3448.84283,16859.17544,25575.19203,5,25,5,3,0.6850616628,5,15,72,7.479015496,0.309229949,1,20,0
61,47015.86934,9,0,624.7231678,24143.16098,48,9.170967641,0.06073989996,1596.897803,14275.11844,30085.73754,4,26,5,2,0.249924873,3,39,53,5.011717663,0.6570337575,0,22,0
50,78797.02881,16,2,729.1866256,8393.045047,36,3.235651652,0.06177770793,2771.143669,5419.225003,30732.56318,4,1,3,1,0.9151750003,5,77,10,5.389082243,0.7815762314,0,19,0
62,36297.25755,10,27,669.5610482,35558.6908,24,9.986751527,0.8849778917,1336.330065,9553.176099,17038.86564,2,8,2,2,0.8194989222,4,67,30,5.1984916,0.4527903048,0,57,0
52,55311.56415,16,22,671.8046002,24906.05395,48,12.69682597,0.4158125494,1399.586783,11440.96708,10724.46089,5,3,2,3,0.1854763657,2,80,90,11.5476457,0.9494783794,0,51,0
29,49468.28853,17,9,680.8607494,23060.7106,60,10.88435881,0.3430294031,2556.62024,25616.27208,2225.350227,0,0,5,3,0.6675392208,4,46,27,11.63751841,0.9714736419,1,94,0
38,71645.46429,13,18,574.9760565,23605.75745,36,13.93940538,0.7821256569,1561.063533,20699.38949,30624.53628,2,12,1,3,0.9519352829,1,56,13,0.9833269702,0.1508681847,3,62,0
35,59479.15798,14,39,724.1853841,37421.73976,24,17.41434908,0.5174002734,1401.142894,11085.03504,28173.44505,2,16,2,2,0.3571405806,1,76,63,10.28899648,0.5891603226,0,88,0
28,47627.41128,19,37,722.1262945,10892.8389,36,13.89829807,0.7080377527,2423.560647,17206.47147,44461.30905,0,25,2,3,0.4846682167,4,46,3,6.804726927,0.7739228619,0,8,0
39,49790.28274,9,23,573.4387451,44436.52431,24,13.40611904,0.7393064964,2147.015368,20683.87203,37243.60358,0,8,2,2,0.400353201,2,66,23,10.65214089,0.4013686838,0,53,0
34,70960.44982,18,7,694.0363535,8673.669918,12,5.953787043,0.3287003472,3705.424552,11573.24668,14663.92091,2,10,1,3,0.3400761914,1,73,81,8.668509741,0.684704237,0,89,0
23,84968.37303,13,22,643.016344,44031.7069,36,16.3641665,0.1475891333,1972.901027,14972.8687,25649.52598,0,4,3,1,0.260120797,1,78,95,6.506836882,0.2333562804,0,19,0
18,41509.23996,18,16,735.2620821,32397.49885,36,6.045645518,0.8895585023,2814.735057,8632.051965,42543.63186,2,8,3,3,0.5846879915,2,17,30,11.66215365,0.9556337733,0,20,0
28,47786.24099,18,33,630.5878867,23004.51066,24,11.12447893,0.6806350325,2087.968907,13015.58803,5722.433727,1,6,3,3,0.9374940911,1,10,16,8.790327901,0.09115123394,0,15,0
61,65728.6317,16,32,635.8436865,14797.32309,12,14.16533543,0.6043949508,2560.447139,18880.42995,12733.6281,4,19,2,3,0.7758561485,2,69,93,8.662064958,0.8455025807,1,51,0
30,65650.51517,15,13,680.6249522,32536.34796,60,4.910843697,0.4039281351,1798.551497,20668.44624,18271.58371,0,25,4,2,0.4204713901,3,88,73,11.90168013,0.9995017348,0,62,0
49,76900.38695,15,4,681.8307723,2158.453505,48,14.56284328,0.6421114049,2732.538869,5721.18908,2003.287002,3,28,5,3,0.3981330337,4,86,43,1.771831148,0.9074229131,0,20,0
26,48876.64328,11,32,610.5944729,27972.17504,48,16.24866644,0.1503309549,2131.617959,0,29984.90811,1,2,5,1,0.144327063,4,85,53,6.5597309,0.8633576082,0,47,0
41,74231.0553,10,10,676.6466787,30718.56641,60,7.950495217,0.8005133264,4013.559218,12302.81243,34316.73864,0,15,3,2,0.6779539865,2,24,14,7.052507188,0.4222071892,1,2,0
18,62108.59369,16,8,556.8324529,24651.41173,36,15.06310644,0.137740345,3727.017105,10043.89531,49226.95544,4,19,2,2,0.8292404116,1,83,10,2.777562758,0.2611302348,0,2,0
62,60672.17026,17,22,668.3722452,26466.18081,12,15.98245236,0.07933327012,1707.034922,16096.57632,11677.56518,1,0,4,1,0.06596529712,5,18,36,9.166334916,0.8435004929,0,35,0
21,71571.59258,12,1,685.7498042,24837.45043,36,4.737203471,0.6850249579,2988.676005,5897.71577,57661.63388,2,20,4,2,0.7648139058,2,84,32,10.67032224,0.7572851353,0,63,0
40,55799.14626,10,25,669.1564447,35662.13419,12,3.484642592,0.1610646765,2947.112474,22014.2201,9675.643888,2,7,4,3,0.7659844402,1,31,72,5.2023512,0.7388159554,0,4,0
46,59052.82419,18,12,701.5573252,23397.83589,60,8.176449601,0.3373998319,1928.89982,10553.14116,30332.03063,5,8,2,3,0.158251079,3,90,18,3.799899761,0.845879906,0,9,0
24,39873.10646,17,35,565.6017179,27651.55059,36,11.21151984,0.1196224674,2173.863831,13843.64703,36739.4865,3,1,1,2,0.7092125477,2,94,94,9.770564246,0.919418454,0,36,0
54,50392.84443,8,38,604.6987744,24960.277,48,4.267402445,0.3198902643,4399.058213,23967.47501,28059.18427,1,29,4,1,0.7268174283,5,95,54,11.64348438,0.6095770524,0,72,0
31,66569.42,18,20,548.0440966,22912.31905,48,6.018605103,0.7526288539,2800.666323,0,32269.40857,0,28,3,2,0.7332196,4,24,39,9.636744998,0.8042472225,0,61,0
58,51670.82507,12,0,776.4476991,17826.80939,60,16.77509384,0.1240754286,2839.073242,18185.60267,23795.54697,4,12,2,1,0.6795735885,2,20,84,9.468091258,0.6003345715,1,33,0
42,70796.16163,9,28,676.8148448,25599.48633,12,9.932551078,0.8234422116,2308.017259,2677.286203,1371.280605,2,6,5,1,0.7546410531,1,8,65,7.310414546,0.983956072,0,80,0
53,63840.55816,15,5,636.0312124,31944.49081,48,11.11570256,0.674119125,749.9065359,28039.59999,37581.14704,0,14,3,2,0.0132731621,4,62,45,5.089324991,0.6540898538,1,34,0
31,36292.01346,16,1,668.4939522,29348.27909,60,5.381310181,0.6928904387,2093.869369,0,8459.133939,3,11,5,1,0.05693670487,2,97,1,2.434668692,0.2779157257,1,84,0
21,50875.27934,16,5,686.8007427,22972.77144,24,16.33815955,0.6689511462,1781.355956,22069.71339,63174.39126,2,15,1,3,0.1762151272,1,11,62,3.683748195,0.5861001654,1,55,0
53,45928.37993,19,36,783.6256314,15253.91434,60,14.87075638,0.1946897373,2364.178691,20139.24723,36655.6849,5,27,2,2,0.3167310772,5,48,67,10.1308002,0.3465722464,0,87,0
57,74020.62865,16,13,759.8078609,16416.02457,12,15.45087071,0.2175312125,2924.808907,14273.90324,1357.251949,1,7,2,3,0.4012938558,3,72,26,10.69593575,0.8977432918,1,21,0
41,94602.54051,10,35,804.2460057,12814.08516,36,5.778853039,0.187996918,2439.022453,6903.306876,0,2,19,5,2,0.6273570956,2,89,38,4.67257107,0.2059377607,1,19,0
59,73566.82386,16,6,689.1153891,28958.98852,24,6.980639882,0.1235404462,2950.420283,9205.861188,0,3,9,5,2,0.7904622665,4,99,19,4.11882542,0.3105050498,1,64,0
64,72499.20145,18,5,687.6117179,28484.63086,48,11.09393427,0.3091356837,2654.721419,13120.65515,14143.50614,3,17,1,3,0.932918435,4,95,85,7.761889059,0.2472093989,1,41,0
43,77939.43659,17,30,705.7484993,26664.54975,12,6.4849606,0.2633094004,1338.677907,19384.26232,0,5,18,4,1,0.1306689304,2,51,21,5.939313427,0.2847442767,0,30,0
22,53938.47201,11,17,727.846746,13242.57171,12,12.85855749,0.5011411286,1762.206434,6388.155001,43795.24679,4,4,2,3,0.9298113976,1,86,38,1.675382953,0.9474034331,0,43,0
49,69520.17568,9,4,578.6123176,14056.99995,12,7.705554859,0.3232857612,3282.924338,4337.860519,875.9339245,0,11,3,2,0.9258857185,3,17,74,4.904347765,0.9492757233,0,67,0
60,50227.62626,17,4,675.562739,33060.29029,36,10.68056825,0.3984813509,1646.054143,15722.38919,0,5,16,3,2,0.1793914256,3,70,24,9.903191609,0.9254215797,0,92,0
60,29098.50035,18,20,679.8313824,23177.43763,12,12.23914544,0.2445392911,1607.813447,19924.44243,16408.72872,1,10,4,1,0.155827275,1,62,97,1.426142598,0.9269918889,0,65,0
30,40997.03854,9,16,773.5389837,19088.47601,48,6.664765624,0.4866531616,4070.235571,0,18317.74605,1,23,2,2,0.1700303612,1,35,1,4.638969323,0.9607752175,0,65,0
49,58270.96845,12,3,569.994055,25409.68103,24,6.013479208,0.6269075387,3507.07014,0,34492.64872,1,9,1,2,0.2944302137,3,91,17,8.201742156,0.6059666646,0,6,0
42,53349.87491,11,37,691.6484299,9897.734515,60,5.452605317,0.2924571417,2584.32442,9446.015757,0,5,15,4,3,0.1167119995,2,31,17,11.2782072,0.02297292573,0,78,0
54,61558.6471,14,12,740.3197761,17831.36368,60,16.75884903,0.5068313225,3133.873433,33219.23605,26099.73629,2,23,5,3,0.7198622442,2,78,48,9.153664005,0.2477471754,0,34,0
30,39429.58448,16,16,677.0664682,22701.4661,48,7.80455997,0.7440958411,2971.059016,6567.240128,18009.20811,2,11,4,1,0.396090333,2,72,43,6.30943579,0.8494925467,0,30,0
42,46857.88801,9,15,701.9922452,4939.424325,60,14.94425191,0.1653077403,3236.001383,18630.04982,0,4,10,3,1,0.68412707,1,65,10,10.36799751,0.04101408062,0,9,0
31,66106.34896,15,24,757.8072571,14142.83215,36,10.84604031,0.222915175,2691.278308,11905.1834,141.6013942,5,24,3,1,0.8513645429,2,13,83,9.499621662,0.3053167374,2,8,0
24,65092.07443,15,7,599.5055938,19030.67445,48,11.07235598,0.205786766,2717.061222,17128.45819,18647.97277,5,0,2,3,0.2389202805,2,66,74,3.946828367,0.9463899567,0,70,0
36,74805.77985,15,4,828.5761636,21221.42113,36,14.44366086,0.5911711576,1731.349902,24303.56855,0,4,27,5,1,0.6349419851,4,34,2,5.861525973,0.1974001973,1,76,0
36,54068.36634,11,4,596.3347005,23451.50188,48,10.00344712,0.5995890586,1363.795682,25845.15654,8281.625006,1,12,2,2,0.9993128814,3,5,34,9.383457482,0.8511813217,0,82,0
58,47432.8886,9,28,628.1100234,21985.23443,48,12.29594337,0.596637873,1873.933341,16388.63147,23527.125,5,24,4,2,0.5968181807,5,47,44,10.23997826,0.5397127821,0,81,0
22,61080.60615,16,31,730.3462439,45472.08369,12,10.34372303,0.564220596,1484.780678,20259.98113,0,1,19,2,1,0.8117668246,3,35,68,0.8900824276,0.8944033966,1,86,0
60,73156.08768,8,20,634.0689862,16357.78644,48,16.61045434,0.442946674,3793.24399,15698.62345,6149.867836,5,21,3,1,0.7977556258,2,96,27,8.573249411,0.001113769989,1,89,0
48,63035.53512,17,35,724.8704167,14410.01145,48,3.649849406,0.213510627,2033.013142,32686.55375,6867.35331,3,17,1,1,0.1950546805,2,44,15,6.31349128,0.579924408,1,62,0
23,45344.34368,18,6,631.5520523,21937.75271,24,5.816298137,0.3844947048,3110.076577,5898.437835,52043.74237,2,5,2,3,0.5338432973,5,12,78,6.481110064,0.2093231175,0,40,0
53,76114.63554,16,27,725.7176656,22530.96198,12,4.29618771,0.8255136207,4026.596611,18880.19828,17060.34605,5,29,4,1,0.5081889432,2,48,40,3.833058962,0.7381743812,1,89,0
47,58233.66221,11,26,696.7129165,48471.17823,24,17.73912057,0.820969302,2376.335224,10315.6479,38891.11342,0,23,3,2,0.06853336027,3,20,19,10.42484545,0.3673845731,0,98,0
37,30752.42775,18,28,749.1101662,7735.143347,12,15.7158486,0.09882306694,3335.993917,10109.6918,0,5,8,5,1,0.876978595,2,67,10,1.544459021,0.263647701,0,11,0
56,46033.77585,18,11,747.0777359,18435.57736,36,3.66645939,0.6100013125,2421.811517,18848.686,28908.67042,0,20,5,3,0.7936009696,5,80,77,2.870889007,0.972661477,0,44,0
42,58658.05651,17,37,579.0925724,24580.60984,48,16.59359974,0.83309784,2152.648986,17619.31293,0,1,18,1,3,0.2804454439,2,100,36,5.972491895,0.7342912708,1,18,0
53,66268.96944,10,20,714.9801302,34708.99635,48,4.862578256,0.6601501686,2870.987802,8800.230059,2488.022121,2,0,4,3,0.08405922712,2,91,63,10.40619665,0.1072097154,0,52,0
40,60581.45567,17,11,651.0412741,16918.62597,48,10.71244854,0.07416584199,1836.662434,8517.870799,7668.965594,2,14,5,2,0.9626628814,3,29,82,10.79257107,0.8719555251,3,75,0
63,48480.80963,16,23,655.5122258,17347.56371,60,13.48391956,0.1461190257,2380.635482,21590.18506,8565.763296,4,13,2,3,0.8462038971,2,74,63,2.726934208,0.1300781267,1,82,0
30,47256.83004,13,10,712.5698001,38293.10953,60,11.29352896,0.1786989344,1905.350151,35482.86259,10053.03884,0,25,3,1,0.2755099691,2,48,68,8.360548711,0.3902276677,0,100,0
29,68190.30667,9,15,611.3560642,31399.07652,36,9.462816371,0.4265034753,1729.007109,23060.61348,14115.84457,1,14,1,1,0.08861943309,4,6,50,10.32137842,0.7112280232,0,50,0
51,59258.07516,13,7,810.8488335,25389.97692,60,17.94758857,0.6534994646,1380.550823,21554.16748,17701.2139,5,2,3,3,0.3215974688,2,12,57,2.929848784,0.949848232,0,62,0
28,35473.65595,9,35,586.7601277,30386.17253,12,13.61916458,0.3096474227,1467.980552,12305.15383,43082.39652,3,27,1,3,0.6355070658,4,67,90,4.958509062,0.97290841,0,87,0
33,62594.32779,18,21,711.0536975,14177.68049,24,6.000046973,0.8243074835,1921.328966,7075.734012,11582.14544,0,26,2,2,0.8662669014,2,52,86,8.695866327,0.7542690698,0,16,0
42,49721.42709,13,17,752.4906625,1000,48,11.411318,0.3462500581,3156.059994,18514.44683,39333.01043,3,1,3,3,0.2230620487,1,65,87,9.270872977,0.203308052,2,11,0
48,34193.47088,11,18,711.9882425,35767.82809,12,17.53264804,0.8948637326,973.9722638,24675.85375,3343.97523,3,22,1,3,0.6465533859,5,56,74,7.935189133,0.3923824408,1,98,0
27,40883.58937,19,11,724.0804181,14953.71883,12,16.91527878,0.7969812244,1819.624716,28833.54473,27838.56064,3,29,4,3,0.9497136741,1,27,25,10.72355492,0.01428688195,1,52,0
59,29495.24939,17,33,685.9326566,33774.78515,48,5.6462566,0.1118897642,3576.949786,7869.769254,19378.7036,1,6,3,2,0.1837702799,4,79,90,5.664341839,0.2870070385,0,14,0
21,84579.28535,19,12,675.1906459,30049.34314,48,17.98555054,0.1773533331,2923.904714,5761.223001,50820.13089,4,23,1,1,0.03245469335,4,82,74,9.966006587,0.779746934,0,97,0
24,61104.67931,13,0,616.1490565,16991.69763,60,17.04272223,0.2541061977,2457.994605,4480.551389,19746.77472,2,12,2,3,0.6804714224,5,5,57,9.701136589,0.5861751049,0,30,0
26,77236.08392,13,19,719.4615159,30202.19963,36,10.42241254,0.06755465537,2630.81106,10073.03546,20712.55616,0,20,2,3,0.2133659216,2,65,62,4.548709576,0.5860450186,0,96,0
44,39904.4335,10,39,653.6299269,19336.94611,48,11.47513279,0.2946833955,2613.103206,15697.60403,0,0,25,4,1,0.9323645902,3,83,74,2.966819703,0.0450116843,0,55,0
18,63369.73464,15,22,732.0916097,35172.35089,24,13.528614,0.37169895,2961.446396,5209.042179,0,5,1,5,2,0.3460396898,2,66,1,0.8620941911,0.5863524562,0,40,0
56,31281.4311,16,31,704.8735797,28365.04101,12,6.989340128,0.8515622999,889.329234,23817.01382,18404.24741,2,5,2,1,0.001772047951,2,37,51,5.942298487,0.8787510977,0,55,0
52,57662.06332,11,23,711.2889848,32945.87593,24,10.91942984,0.4449063359,2529.881206,34120.48171,7950.918458,5,15,5,2,0.520751079,2,97,95,5.754811026,0.8762485279,0,48,0
22,65397.15365,12,36,592.3722131,23709.98802,12,4.227563521,0.379575662,1738.549498,22336.5155,0,1,18,5,3,0.5040395409,1,33,84,1.479624484,0.9504986165,0,69,0
34,55692.14205,10,6,626.6189325,25489.11091,60,16.03159053,0.5388923622,1841.418196,28197.30901,32212.53545,5,19,5,2,0.102755077,2,100,2,5.458588223,0.0001678748086,0,60,0
52,58636.69935,14,37,665.3735825,45251.00587,48,9.680942877,0.3339558422,2570.458309,22821.18995,13504.38917,4,0,4,1,0.8224533066,5,76,90,1.741580162,0.1518955097,1,43,0
38,58107.32658,14,22,653.0576752,22776.13396,12,8.542373996,0.6078006968,791.8878546,0,0,1,2,1,1,0.661133563,2,51,59,10.41495185,0.9009112383,0,100,0
39,35875.92959,12,36,584.5510284,24030.84264,24,7.339946883,0.8478327895,1951.675284,6652.257884,2637.569536,0,6,4,2,0.3544445828,3,67,56,5.316791726,0.5085615389,0,3,0
18,77590.17774,13,21,619.0688749,20629.56104,12,16.01522358,0.09621483431,1989.470309,12240.99068,26134.49138,1,4,3,1,0.1467783627,4,41,53,3.634390001,0.00733370456,1,97,0
30,75824.55039,8,2,682.3695669,21740.19035,36,4.275006136,0.6365601457,2234.401203,36822.80379,27896.99678,2,27,3,1,0.3216694602,2,82,96,5.656288064,0.09261039841,0,34,0
25,55705.32363,17,27,598.1549967,24217.07586,24,11.19922161,0.4265210967,2719.913291,10199.37805,15352.62832,0,27,5,1,0.4263242683,5,53,31,5.816898256,0.4557197781,0,30,0
39,66599.71057,10,34,772.5963625,29392.70525,36,6.249062391,0.6364795771,2527.977944,27263.45024,23445.88782,5,24,5,2,0.4286200938,3,14,74,5.645820077,0.5687000503,0,83,0
21,76453.84285,10,25,601.2442288,29029.8508,48,10.51582713,0.8449901581,3126.629751,0,38554.67865,1,3,2,1,0.5599497443,2,82,91,4.477623576,0.8765804192,0,33,0
60,63804.63695,16,10,715.6908108,18962.26351,12,17.14093815,0.134529136,2551.150238,32877.39535,0,1,2,5,2,0.7327809476,3,39,62,9.728581278,0.3764980316,1,51,0
30,49752.85155,15,27,674.0989293,35011.94301,12,7.255529582,0.5266990416,2390.014022,15753.10207,10664.59649,1,23,3,2,0.07606873315,1,68,47,4.258303886,0.4702948465,0,2,0
35,52397.22091,15,29,681.1174866,9557.321705,24,17.90068699,0.341960607,2813.071342,12249.68231,26143.07903,5,22,2,3,0.865958198,1,94,78,8.982101739,0.2107775597,0,93,0
55,38020.76173,17,30,662.405493,5843.968772,12,12.69951908,0.770508427,1343.047736,7729.667745,0,2,29,3,1,0.8032516339,2,95,9,2.20824492,0.7262336196,0,15,0
22,58321.12222,12,32,672.4481312,17191.73877,36,15.44235855,0.77289579,3038.948932,33279.59317,20979.9294,1,24,3,2,0.02357997117,2,15,45,1.942040735,0.4778778031,2,56,0
57,80698.93828,10,14,671.0183468,42246.95304,60,6.495789271,0.4302245349,2471.469639,2260.21223,33787.64879,1,5,3,3,0.6789870218,2,16,92,8.955647325,0.8469785082,0,80,0
27,42296.16673,9,21,607.4918477,21348.5991,12,9.369789253,0.3260648574,2882.211961,9823.194434,1828.232315,1,11,4,2,0.5530612761,3,100,62,7.416670074,0.4690363879,1,81,0
62,47435.44441,9,25,676.310965,27117.75764,24,4.44207491,0.7905520716,3391.172972,24646.27229,23990.00281,5,29,3,3,0.8729507107,5,95,38,2.254200552,0.1002350238,0,86,0
36,61445.30453,9,4,583.3300496,4067.306157,24,9.550233296,0.419275997,3018.832636,0,27973.06288,3,28,5,3,0.08610034972,1,65,76,6.428567038,0.5284300299,0,85,0
28,46887.78107,12,8,638.4600007,15386.98632,36,10.64992533,0.6064744227,2210.748888,0,26729.91187,1,24,2,3,0.3417920493,2,77,77,5.719808212,0.7268247294,0,71,0
21,41845.71069,11,8,707.5868552,21195.5106,60,9.211083557,0.4916640475,1646.409755,13926.38062,8661.913075,5,28,5,1,0.3389676789,3,11,45,6.327854814,0.3441223045,0,21,0
38,80165.8859,19,20,799.6888657,37213.14657,24,15.12245145,0.3173540344,2050.495779,21822.30088,9904.374058,0,7,5,3,0.641697346,4,89,18,3.802067286,0.686147482,0,42,0
25,55910.60134,8,28,662.2342304,21124.77727,12,11.72549231,0.7606714307,3846.045468,17786.25173,10700.84498,1,25,3,2,0.8730320485,1,58,40,3.273906799,0.5389323692,3,30,0
50,52966.97274,19,33,635.2579897,27746.90433,48,14.32036788,0.4820518108,4615.460434,4564.950966,6669.325495,0,27,4,3,0.6545622054,3,12,41,1.928555712,0.8032098617,1,69,0
61,65314.2423,13,0,654.5235513,16881.00267,60,3.391974538,0.1750990881,2139.827072,25258.62402,2935.147741,4,6,5,3,0.7133284167,1,34,73,4.498088998,0.2378929014,0,16,0
55,79902.6063,19,17,719.5247358,29952.57299,36,3.838967584,0.5952717711,3094.300186,22112.7246,0,5,10,4,3,0.8705090735,3,99,99,7.207509268,0.2873213531,0,32,0
